road_id,road_name,traffic,pothole_count,psi,priority_score
245432236_207264_0,Unknown,0.0,1,8147.892605747006,0.6
310650880_90268172_0,Needless Alley,0.0,1,1202.295056519476,0.08853541262962548
1085302725_1010849486_0,Unknown,0.0,1,1166.024402203698,0.08586448977355875
272912882_273097628_0,Bell Barn Road,0.0,1,723.5828302851882,0.05328367949583568
2112702202_245479699_1,Brunswick Street,0.0,1,632.7665944548343,0.04659609239389244
